10	0.01175
11	0.01119
12	0.01142
13	0.01172
14	0.01172
15	0.01194
16	0.01249
17	0.01213
18	0.01251
19	0.01305
20	0.01290
21	0.01313
22	0.01326
23	0.01371
24	0.01390
25	0.01412
26	0.01435
27	0.01441
28	0.01478
29	0.01454
30	0.01503
31	0.01548
32	0.01546
33	0.01540
34	0.01595
35	0.01589
36	0.01606
37	0.01597
38	0.01657
39	0.01681
40	0.01698
41	0.01721
42	0.01768
43	0.01738
44	0.01802
45	0.01798
46	0.01794
47	0.01858
48	0.01862
49	0.01888
50	0.01866
51	0.01886
52	0.01928
53	0.01986
54	0.02007
55	0.02005
56	0.02037
57	0.02054
58	0.02010
59	0.02080
60	0.02140
61	0.02148
62	0.02150
63	0.02187
64	0.02225
65	0.02212
66	0.02208
67	0.02234
68	0.02294
69	0.02291
70	0.02319
71	0.02323
72	0.02373
73	0.02373
74	0.02417
75	0.02420
76	0.02441
77	0.02469
78	0.02479
79	0.02520
80	0.02548
81	0.02507
82	0.02509
83	0.02582
84	0.02550
85	0.02661
86	0.02616
87	0.02652
88	0.02693
89	0.02710
90	0.02736
91	0.02772
92	0.02795
93	0.02776
94	0.02830
95	0.02783
96	0.02840
97	0.02868
98	0.02917
99	0.02941
100	0.02919
101	0.02947
102	0.02975
103	0.03000
104	0.03017
105	0.03045
106	0.03067
107	0.03054
108	0.03086
109	0.03111
110	0.03116
111	0.03161
112	0.03180
113	0.03165
114	0.03222
115	0.03237
116	0.03244
117	0.03259
118	0.03265
119	0.03312
120	0.03312
121	0.03381
122	0.03338
123	0.03398
124	0.03427
125	0.03391
126	0.03438
127	0.03487
128	0.03496
129	0.03539
130	0.03547
131	0.03551
132	0.03562
133	0.03588
134	0.03630
135	0.03650
136	0.03624
137	0.03690
138	0.03701
139	0.03724
140	0.03722
141	0.03776
142	0.03754
143	0.03791
144	0.03797
145	0.03833
146	0.03838
147	0.03884
148	0.03891
149	0.03944
150	0.03919
151	0.03957
152	0.03998
153	0.03974
154	0.04017
155	0.04072
156	0.04068
157	0.04072
158	0.04087
159	0.04141
160	0.04149
161	0.04122
162	0.04175
163	0.04181
164	0.04220
165	0.04226
166	0.04254
167	0.04288
168	0.04309
169	0.04322
170	0.04337
171	0.04382
172	0.04391
173	0.04378
174	0.04410
175	0.04442
176	0.04489
177	0.04472
178	0.04491
179	0.04542
180	0.04555
181	0.04559
182	0.04591
183	0.04626
184	0.04611
185	0.04670
186	0.04660
187	0.04711
188	0.04709
189	0.04754
190	0.04715
191	0.04769
192	0.04788
193	0.04779
194	0.04813
195	0.04845
196	0.04890
197	0.04910
198	0.04897
199	0.04944
200	0.04901
201	0.04963
202	0.05001
203	0.04993
204	0.05063
205	0.05048
206	0.05038
207	0.05108
208	0.05121
209	0.05168
210	0.05159
211	0.05200
212	0.05159
213	0.05183
214	0.05255
215	0.05247
216	0.05247
217	0.05294
218	0.05328
219	0.05358
220	0.05317
221	0.05386
222	0.05394
223	0.05411
224	0.05381
225	0.05460
226	0.05465
227	0.05473
228	0.05493
229	0.05567
230	0.05580
231	0.05578
232	0.05621
233	0.05595
234	0.05614
235	0.05672
236	0.05678
237	0.05687
238	0.05708
239	0.05753
240	0.05762
241	0.05813
242	0.05826
243	0.05828
244	0.05824
245	0.05875
246	0.05873
247	0.05917
248	0.05911
249	0.05962
